reach_id,site_id,date,reach,taxon_id,month,year,year_month,measured_reach_length,n,mean_wetted_width_m,sd_wetted_width_m,fixed_random_reach,1,2,3,target_taxa_present,site_int,increased
ARIK.20160412.01,ARIK,2016-04-12,01,NA,4,2016,2016_4,80,1,5.7121025641025645,2.9406092458160407,fixed,4,2,4,NA,1,depletion
ARIK.20160413.06,ARIK,2016-04-13,06,NA,4,2016,2016_4,100,1,5.7121025641025645,2.9406092458160407,fixed,26,10,18,NA,2,depletion
ARIK.20160414.09,ARIK,2016-04-14,09,NA,4,2016,2016_4,120,1,5.7121025641025645,2.9406092458160407,fixed,47,29,19,NA,3,depletion
ARIK.20161011.01,ARIK,2016-10-11,01,NA,10,2016,2016_10,80,1,5.7121025641025645,2.9406092458160407,fixed,15,10,11,NA,4,depletion
ARIK.20161011.06,ARIK,2016-10-11,06,NA,10,2016,2016_10,100,1,5.7121025641025645,2.9406092458160407,fixed,54,40,5,NA,5,depletion
ARIK.20161012.09,ARIK,2016-10-12,09,NA,10,2016,2016_10,120,1,5.7121025641025645,2.9406092458160407,fixed,19,27,28,NA,6,no depletion
ARIK.20170410.01,ARIK,2017-04-10,01,NA,4,2017,2017_4,80,1,5.7121025641025645,2.9406092458160407,fixed,15,7,6,NA,7,depletion
ARIK.20170411.06,ARIK,2017-04-11,06,NA,4,2017,2017_4,100,1,5.7121025641025645,2.9406092458160407,fixed,99,33,26,NA,8,depletion
ARIK.20170412.09,ARIK,2017-04-12,09,NA,4,2017,2017_4,120,1,5.7121025641025645,2.9406092458160407,fixed,82,24,22,NA,9,depletion
ARIK.20171017.01,ARIK,2017-10-17,01,POESP2,10,2017,2017_10,86,1,5.7121025641025645,2.9406092458160407,fixed,23,30,40,NA,10,no depletion
ARIK.20171018.06,ARIK,2017-10-18,06,NA,10,2017,2017_10,102,1,5.7121025641025645,2.9406092458160407,fixed,82,40,26,NA,11,depletion
ARIK.20171019.09,ARIK,2017-10-19,09,NA,10,2017,2017_10,112,1,5.7121025641025645,2.9406092458160407,fixed,81,47,13,NA,12,depletion
ARIK.20180402.01,ARIK,2018-04-02,01,NA,4,2018,2018_4,86,1,5.7121025641025645,2.9406092458160407,fixed,66,39,24,NA,13,depletion
ARIK.20180403.06,ARIK,2018-04-03,06,NA,4,2018,2018_4,99,1,5.7121025641025645,2.9406092458160407,fixed,48,44,19,NA,14,depletion
ARIK.20180404.09,ARIK,2018-04-04,09,NA,4,2018,2018_4,113,1,5.7121025641025645,2.9406092458160407,fixed,71,42,12,NA,15,depletion
ARIK.20181015.01,ARIK,2018-10-15,01,GAMAFF,10,2018,2018_10,86,1,5.7121025641025645,2.9406092458160407,fixed,200,200,140,NA,16,depletion
ARIK.20181015.01,ARIK,2018-10-15,01,NA,10,2018,2018_10,86,1,5.7121025641025645,2.9406092458160407,fixed,51,2,1,NA,17,depletion
ARIK.20181017.06,ARIK,2018-10-17,06,NA,10,2018,2018_10,102,1,5.7121025641025645,2.9406092458160407,fixed,29,13,35,NA,18,no depletion
ARIK.20181018.09,ARIK,2018-10-18,09,GAMAFF,10,2018,2018_10,112,1,5.7121025641025645,2.9406092458160407,fixed,116,131,126,NA,19,no depletion
ARIK.20181018.09,ARIK,2018-10-18,09,NA,10,2018,2018_10,112,1,5.7121025641025645,2.9406092458160407,fixed,92,28,23,NA,20,depletion
ARIK.20190409.01,ARIK,2019-04-09,01,NA,4,2019,2019_4,86,1,5.7121025641025645,2.9406092458160407,fixed,44,16,2,NA,21,depletion
ARIK.20190410.06,ARIK,2019-04-10,06,ETHSPE,4,2019,2019_4,102,1,5.7121025641025645,2.9406092458160407,fixed,37,63,29,NA,22,depletion
ARIK.20190410.06,ARIK,2019-04-10,06,NA,4,2019,2019_4,102,1,5.7121025641025645,2.9406092458160407,fixed,63,8,3,NA,23,depletion
ARIK.20191014.01,ARIK,2019-10-14,01,GAMAFF,10,2019,2019_10,86,1,5.7121025641025645,2.9406092458160407,fixed,101,206,134,NA,24,no depletion
ARIK.20191014.01,ARIK,2019-10-14,01,NA,10,2019,2019_10,86,1,5.7121025641025645,2.9406092458160407,fixed,67,16,5,NA,25,depletion
ARIK.20191015.06,ARIK,2019-10-15,06,GAMAFF,10,2019,2019_10,102,1,5.7121025641025645,2.9406092458160407,fixed,153,170,122,NA,26,depletion
ARIK.20191015.06,ARIK,2019-10-15,06,NA,10,2019,2019_10,102,1,5.7121025641025645,2.9406092458160407,fixed,58,14,8,NA,27,depletion
ARIK.20191016.09,ARIK,2019-10-16,09,GAMAFF,10,2019,2019_10,113,1,5.7121025641025645,2.9406092458160407,fixed,219,220,123,NA,28,depletion
ARIK.20191016.09,ARIK,2019-10-16,09,NA,10,2019,2019_10,113,1,5.7121025641025645,2.9406092458160407,fixed,99,40,23,NA,29,depletion
ARIK.20210405.01,ARIK,2021-04-05,01,NA,4,2021,2021_4,91,1,5.7121025641025645,2.9406092458160407,fixed,4,0,8,N,30,no depletion
ARIK.20210406.06,ARIK,2021-04-06,06,NA,4,2021,2021_4,95,1,5.7121025641025645,2.9406092458160407,fixed,2,3,5,NA,31,no depletion
ARIK.20210408.09,ARIK,2021-04-08,09,NA,4,2021,2021_4,119,1,5.7121025641025645,2.9406092458160407,fixed,7,5,6,NA,32,depletion
ARIK.20220329.01,ARIK,2022-03-29,01,NA,3,2022,2022_3,91,1,5.7121025641025645,2.9406092458160407,fixed,1,0,1,N,33,depletion
ARIK.20220330.06,ARIK,2022-03-30,06,NA,3,2022,2022_3,80,1,5.7121025641025645,2.9406092458160407,fixed,3,7,4,NA,34,no depletion
ARIK.20220331.09,ARIK,2022-03-31,09,NA,3,2022,2022_3,119,1,5.7121025641025645,2.9406092458160407,fixed,2,1,8,NA,35,no depletion
BIGC.20181015.01,BIGC,2018-10-15,01,NA,10,2018,2018_10,100,1,3.8906666666666667,1.0763562118020205,fixed,34,22,15,NA,36,depletion
BIGC.20181017.04,BIGC,2018-10-17,04,NA,10,2018,2018_10,100,1,3.8906666666666667,1.0763562118020205,fixed,56,29,8,NA,37,depletion
BIGC.20181018.07,BIGC,2018-10-18,07,NA,10,2018,2018_10,90,1,3.8906666666666667,1.0763562118020205,fixed,51,14,9,NA,38,depletion
BIGC.20190422.01,BIGC,2019-04-22,01,NA,4,2019,2019_4,105,1,3.8906666666666667,1.0763562118020205,fixed,27,7,10,NA,39,depletion
BIGC.20190423.04,BIGC,2019-04-23,04,NA,4,2019,2019_4,100,1,3.8906666666666667,1.0763562118020205,fixed,36,23,17,NA,40,depletion
BIGC.20190424.07,BIGC,2019-04-24,07,NA,4,2019,2019_4,90,1,3.8906666666666667,1.0763562118020205,fixed,15,12,7,NA,41,depletion
BIGC.20191021.01,BIGC,2019-10-21,01,NA,10,2019,2019_10,102,1,3.8906666666666667,1.0763562118020205,fixed,54,11,10,NA,42,depletion
BIGC.20191022.04,BIGC,2019-10-22,04,NA,10,2019,2019_10,102,1,3.8906666666666667,1.0763562118020205,fixed,55,26,22,NA,43,depletion
BIGC.20191023.07,BIGC,2019-10-23,07,NA,10,2019,2019_10,100,1,3.8906666666666667,1.0763562118020205,fixed,53,8,12,NA,44,depletion
BIGC.20210420.04,BIGC,2021-04-20,04,NA,4,2021,2021_4,77,1,3.8906666666666667,1.0763562118020205,fixed,25,8,3,NA,45,depletion
BIGC.20220425.01,BIGC,2022-04-25,01,NA,4,2022,2022_4,100,1,3.8906666666666667,1.0763562118020205,fixed,24,9,13,NA,46,depletion
BIGC.20220426.04,BIGC,2022-04-26,04,SALSP2,4,2022,2022_4,100,1,3.8906666666666667,1.0763562118020205,fixed,7,3,2,NA,47,depletion
BIGC.20220427.07,BIGC,2022-04-27,07,SALTRU,4,2022,2022_4,100,1,3.8906666666666667,1.0763562118020205,fixed,6,14,4,NA,48,depletion
BIGC.20220427.07,BIGC,2022-04-27,07,NA,4,2022,2022_4,100,1,3.8906666666666667,1.0763562118020205,fixed,55,6,2,NA,49,depletion
BIGC.20221011.01,BIGC,2022-10-11,01,NA,10,2022,2022_10,100,1,3.8906666666666667,1.0763562118020205,fixed,12,8,2,NA,50,depletion
BLDE.20180918.02,BLDE,2018-09-18,02,NA,9,2018,2018_9,82,1,3.4142352941176473,1.2440993552866144,fixed,14,11,4,NA,51,depletion
BLDE.20180918.03,BLDE,2018-09-18,03,NA,9,2018,2018_9,90,1,3.4142352941176473,1.2440993552866144,fixed,23,9,14,NA,52,depletion
BLDE.20180919.06,BLDE,2018-09-19,06,NA,9,2018,2018_9,96,1,3.4142352941176473,1.2440993552866144,fixed,14,10,8,NA,53,depletion
BLDE.20190923.02,BLDE,2019-09-23,02,NA,9,2019,2019_9,82,1,3.4142352941176473,1.2440993552866144,fixed,22,15,10,NA,54,depletion
BLDE.20190925.06,BLDE,2019-09-25,06,NA,9,2019,2019_9,96,1,3.4142352941176473,1.2440993552866144,fixed,26,19,5,NA,55,depletion
BLDE.20201006.02,BLDE,2020-10-06,02,NA,10,2020,2020_10,82,1,3.4142352941176473,1.2440993552866144,fixed,23,16,11,NA,56,depletion
BLDE.20210928.03,BLDE,2021-09-28,03,SALFON,9,2021,2021_9,90,1,3.4142352941176473,1.2440993552866144,fixed,3,26,25,NA,57,no depletion
BLDE.20210929.06,BLDE,2021-09-29,06,NA,9,2021,2021_9,96,1,3.4142352941176473,1.2440993552866144,fixed,47,3,1,NA,58,depletion
BLUE.20170322.07,BLUE,2017-03-22,07,ETHRAD,3,2017,2017_3,80,1,22.95861111111111,3.259744482403164,fixed,103,108,137,NA,59,no depletion
BLUE.20170322.07,BLUE,2017-03-22,07,ETHSPE,3,2017,2017_3,80,1,22.95861111111111,3.259744482403164,fixed,35,43,38,NA,60,no depletion
BLUE.20170323.02,BLUE,2017-03-23,02,ETHRAD,3,2017,2017_3,98,1,22.95861111111111,3.259744482403164,fixed,51,76,68,NA,61,no depletion
BLUE.20170324.04,BLUE,2017-03-24,04,ETHRAD,3,2017,2017_3,98,1,22.95861111111111,3.259744482403164,fixed,5,24,10,NA,62,no depletion
BLUE.20170324.04,BLUE,2017-03-24,04,ETHSPE,3,2017,2017_3,98,1,22.95861111111111,3.259744482403164,fixed,22,41,28,NA,63,no depletion
BLUE.20171031.02,BLUE,2017-10-31,02,ETHRAD,10,2017,2017_10,98,1,22.95861111111111,3.259744482403164,fixed,21,48,15,NA,64,depletion
BLUE.20171031.02,BLUE,2017-10-31,02,NA,10,2017,2017_10,98,1,22.95861111111111,3.259744482403164,fixed,169,38,20,NA,65,depletion
BLUE.20171101.04,BLUE,2017-11-01,04,CYPVEN,11,2017,2017_11,98,1,22.95861111111111,3.259744482403164,fixed,35,30,9,NA,66,depletion
BLUE.20171101.04,BLUE,2017-11-01,04,NA,11,2017,2017_11,98,1,22.95861111111111,3.259744482403164,fixed,188,46,35,NA,67,depletion
BLUE.20171102.07,BLUE,2017-11-02,07,ETHRAD,11,2017,2017_11,80,1,22.95861111111111,3.259744482403164,fixed,78,157,136,NA,68,no depletion
BLUE.20171102.07,BLUE,2017-11-02,07,NA,11,2017,2017_11,80,1,22.95861111111111,3.259744482403164,fixed,116,33,24,NA,69,depletion
BLUE.20220329.04,BLUE,2022-03-29,04,CYPVEN,3,2022,2022_3,101,1,22.95861111111111,3.259744482403164,fixed,108,11,6,NA,70,depletion
BLUE.20220329.04,BLUE,2022-03-29,04,ETHRAD,3,2022,2022_3,101,1,22.95861111111111,3.259744482403164,fixed,9,36,18,NA,71,no depletion
BLUE.20220329.04,BLUE,2022-03-29,04,ETHSP,3,2022,2022_3,101,1,22.95861111111111,3.259744482403164,fixed,56,38,34,NA,72,depletion
BLUE.20220329.04,BLUE,2022-03-29,04,ETHSPE,3,2022,2022_3,101,1,22.95861111111111,3.259744482403164,fixed,3,9,7,NA,73,no depletion
BLUE.20220329.04,BLUE,2022-03-29,04,NA,3,2022,2022_3,101,1,22.95861111111111,3.259744482403164,fixed,249,39,19,NA,74,depletion
CARI.20160926.01,CARI,2016-09-26,01,NA,9,2016,2016_9,95,1,3.0082477876106193,1.0668197860083206,fixed,9,8,2,NA,75,depletion
CARI.20180904.01,CARI,2018-09-04,01,NA,9,2018,2018_9,100,1,3.0082477876106193,1.0668197860083206,fixed,1,1,0,N,76,depletion
CARI.20190520.01,CARI,2019-05-20,01,NA,5,2019,2019_5,82,1,3.0082477876106193,1.0668197860083206,fixed,1,0,0,N,77,depletion
CARI.20190917.10,CARI,2019-09-17,10,NA,9,2019,2019_9,97,1,3.0082477876106193,1.0668197860083206,fixed,1,1,0,N,78,depletion
CARI.20210525.06,CARI,2021-05-25,06,NA,5,2021,2021_5,92,1,3.0082477876106193,1.0668197860083206,fixed,0,0,1,N,79,no depletion
CARI.20210526.10,CARI,2021-05-26,10,NA,5,2021,2021_5,97,1,3.0082477876106193,1.0668197860083206,fixed,1,0,0,N,80,depletion
CARI.20220531.01,CARI,2022-05-31,01,NA,5,2022,2022_5,89,1,3.0082477876106193,1.0668197860083206,fixed,2,1,0,N,81,depletion
CARI.20220825.01,CARI,2022-08-25,01,NA,8,2022,2022_8,79,1,3.0082477876106193,1.0668197860083206,fixed,24,15,17,NA,82,depletion
CARI.20220826.06,CARI,2022-08-26,06,NA,8,2022,2022_8,92,1,3.0082477876106193,1.0668197860083206,fixed,9,1,1,NA,83,depletion
CARI.20220829.10,CARI,2022-08-29,10,NA,8,2022,2022_8,97,1,3.0082477876106193,1.0668197860083206,fixed,12,1,1,NA,84,depletion
CUPE.20170213.03,CUPE,2017-02-13,03,NA,2,2017,2017_2,100,1,4.872858333333333,1.6330653176997496,fixed,20,8,10,NA,85,depletion
CUPE.20170215.06,CUPE,2017-02-15,06,NA,2,2017,2017_2,100,1,4.872858333333333,1.6330653176997496,fixed,38,22,4,NA,86,depletion
CUPE.20170216.08,CUPE,2017-02-16,08,NA,2,2017,2017_2,81,1,4.872858333333333,1.6330653176997496,fixed,8,14,2,NA,87,depletion
CUPE.20171211.03,CUPE,2017-12-11,03,NA,12,2017,2017_12,100,1,4.872858333333333,1.6330653176997496,fixed,5,1,2,NA,88,depletion
CUPE.20171212.06,CUPE,2017-12-12,06,NA,12,2017,2017_12,100,1,4.872858333333333,1.6330653176997496,fixed,6,3,2,NA,89,depletion
CUPE.20171213.08,CUPE,2017-12-13,08,NA,12,2017,2017_12,81,1,4.872858333333333,1.6330653176997496,fixed,5,4,2,NA,90,depletion
CUPE.20180213.03,CUPE,2018-02-13,03,NA,2,2018,2018_2,100,1,4.872858333333333,1.6330653176997496,fixed,4,1,0,N,91,depletion
CUPE.20180214.06,CUPE,2018-02-14,06,NA,2,2018,2018_2,100,1,4.872858333333333,1.6330653176997496,fixed,0,0,2,N,92,no depletion
CUPE.20180215.08,CUPE,2018-02-15,08,NA,2,2018,2018_2,81,1,4.872858333333333,1.6330653176997496,fixed,3,4,1,NA,93,depletion
CUPE.20181127.03,CUPE,2018-11-27,03,NA,11,2018,2018_11,100,1,4.872858333333333,1.6330653176997496,fixed,7,3,3,NA,94,depletion
CUPE.20181128.06,CUPE,2018-11-28,06,NA,11,2018,2018_11,100,1,4.872858333333333,1.6330653176997496,fixed,6,3,5,NA,95,depletion
CUPE.20181129.08,CUPE,2018-11-29,08,NA,11,2018,2018_11,81,1,4.872858333333333,1.6330653176997496,fixed,8,4,2,NA,96,depletion
CUPE.20190204.03,CUPE,2019-02-04,03,NA,2,2019,2019_2,100,1,4.872858333333333,1.6330653176997496,fixed,18,9,3,NA,97,depletion
CUPE.20190205.06,CUPE,2019-02-05,06,NA,2,2019,2019_2,100,1,4.872858333333333,1.6330653176997496,fixed,26,20,5,NA,98,depletion
CUPE.20190206.08,CUPE,2019-02-06,08,NA,2,2019,2019_2,81,1,4.872858333333333,1.6330653176997496,fixed,5,0,0,N,99,depletion
CUPE.20191202.03,CUPE,2019-12-02,03,NA,12,2019,2019_12,100,1,4.872858333333333,1.6330653176997496,fixed,14,8,4,NA,100,depletion
CUPE.20191203.06,CUPE,2019-12-03,06,NA,12,2019,2019_12,100,1,4.872858333333333,1.6330653176997496,fixed,20,25,19,NA,101,depletion
CUPE.20191204.08,CUPE,2019-12-04,08,NA,12,2019,2019_12,81,1,4.872858333333333,1.6330653176997496,fixed,4,3,3,NA,102,depletion
CUPE.20210222.03,CUPE,2021-02-22,03,NA,2,2021,2021_2,100,1,4.872858333333333,1.6330653176997496,fixed,41,12,8,NA,103,depletion
CUPE.20211213.03,CUPE,2021-12-13,03,NA,12,2021,2021_12,107,1,4.872858333333333,1.6330653176997496,fixed,47,12,2,NA,104,depletion
CUPE.20220221.03,CUPE,2022-02-21,03,POERET,2,2022,2022_2,105,1,4.872858333333333,1.6330653176997496,fixed,2,48,10,NA,105,no depletion
CUPE.20220221.03,CUPE,2022-02-21,03,NA,2,2022,2022_2,105,1,4.872858333333333,1.6330653176997496,fixed,54,2,4,NA,106,depletion
CUPE.20221128.03,CUPE,2022-11-28,03,NA,11,2022,2022_11,104,1,4.872858333333333,1.6330653176997496,fixed,7,7,6,NA,107,depletion
CUPE.20221130.06,CUPE,2022-11-30,06,NA,11,2022,2022_11,99,1,4.872858333333333,1.6330653176997496,fixed,16,11,6,NA,108,depletion
CUPE.20221201.08,CUPE,2022-12-01,08,NA,12,2022,2022_12,85,1,4.872858333333333,1.6330653176997496,fixed,11,5,4,NA,109,depletion
GUIL.20171204.02,GUIL,2017-12-04,02,NA,12,2017,2017_12,88,1,5.718320209973753,1.7697765635148215,fixed,0,0,1,N,110,no depletion
GUIL.20171205.05,GUIL,2017-12-05,05,NA,12,2017,2017_12,120,1,5.718320209973753,1.7697765635148215,fixed,4,5,6,NA,111,no depletion
GUIL.20171207.09,GUIL,2017-12-07,09,NA,12,2017,2017_12,80,1,5.718320209973753,1.7697765635148215,fixed,4,2,11,NA,112,no depletion
GUIL.20180206.02,GUIL,2018-02-06,02,NA,2,2018,2018_2,88,1,5.718320209973753,1.7697765635148215,fixed,6,3,3,NA,113,depletion
GUIL.20180207.05,GUIL,2018-02-07,05,NA,2,2018,2018_2,120,1,5.718320209973753,1.7697765635148215,fixed,17,12,10,NA,114,depletion
GUIL.20180208.09,GUIL,2018-02-08,09,NA,2,2018,2018_2,94,1,5.718320209973753,1.7697765635148215,fixed,83,23,1,NA,115,depletion
GUIL.20181204.02,GUIL,2018-12-04,02,POERET,12,2018,2018_12,88,1,5.718320209973753,1.7697765635148215,fixed,327,276,83,NA,116,depletion
GUIL.20181204.02,GUIL,2018-12-04,02,XIPHEL,12,2018,2018_12,88,1,5.718320209973753,1.7697765635148215,fixed,67,98,26,NA,117,depletion
GUIL.20181205.05,GUIL,2018-12-05,05,POERET,12,2018,2018_12,120,1,5.718320209973753,1.7697765635148215,fixed,268,212,264,NA,118,depletion
GUIL.20181205.05,GUIL,2018-12-05,05,XIPHEL,12,2018,2018_12,120,1,5.718320209973753,1.7697765635148215,fixed,141,131,118,NA,119,depletion
GUIL.20181207.09,GUIL,2018-12-07,09,POERET,12,2018,2018_12,94,1,5.718320209973753,1.7697765635148215,fixed,253,119,45,NA,120,depletion
GUIL.20181207.09,GUIL,2018-12-07,09,XIPHEL,12,2018,2018_12,94,1,5.718320209973753,1.7697765635148215,fixed,83,77,31,NA,121,depletion
GUIL.20190212.05,GUIL,2019-02-12,05,POERET,2,2019,2019_2,120,1,5.718320209973753,1.7697765635148215,fixed,689,460,342,NA,122,depletion
GUIL.20190212.05,GUIL,2019-02-12,05,XIPHEL,2,2019,2019_2,120,1,5.718320209973753,1.7697765635148215,fixed,170,154,94,NA,123,depletion
GUIL.20190214.09,GUIL,2019-02-14,09,POERET,2,2019,2019_2,80,1,5.718320209973753,1.7697765635148215,fixed,251,61,38,NA,124,depletion
GUIL.20190214.09,GUIL,2019-02-14,09,XIPHEL,2,2019,2019_2,80,1,5.718320209973753,1.7697765635148215,fixed,111,36,16,NA,125,depletion
GUIL.20191119.05,GUIL,2019-11-19,05,POERET,11,2019,2019_11,115,1,5.718320209973753,1.7697765635148215,fixed,254,167,79,NA,126,depletion
GUIL.20191119.05,GUIL,2019-11-19,05,XIPHEL,11,2019,2019_11,115,1,5.718320209973753,1.7697765635148215,fixed,377,323,130,NA,127,depletion
GUIL.20191121.09,GUIL,2019-11-21,09,POERET,11,2019,2019_11,80,1,5.718320209973753,1.7697765635148215,fixed,268,141,62,NA,128,depletion
GUIL.20191121.09,GUIL,2019-11-21,09,XIPHEL,11,2019,2019_11,80,1,5.718320209973753,1.7697765635148215,fixed,169,105,57,NA,129,depletion
GUIL.20210223.09,GUIL,2021-02-23,09,POERET,2,2021,2021_2,80,1,5.718320209973753,1.7697765635148215,fixed,266,204,144,NA,130,depletion
GUIL.20210223.09,GUIL,2021-02-23,09,XIPHEL,2,2021,2021_2,80,1,5.718320209973753,1.7697765635148215,fixed,304,212,116,NA,131,depletion
GUIL.20211214.09,GUIL,2021-12-14,09,POERET,12,2021,2021_12,80,1,5.718320209973753,1.7697765635148215,fixed,82,188,134,NA,132,no depletion
GUIL.20211214.09,GUIL,2021-12-14,09,XIPHEL,12,2021,2021_12,80,1,5.718320209973753,1.7697765635148215,fixed,161,182,157,NA,133,depletion
GUIL.20220224.09,GUIL,2022-02-24,09,POERET,2,2022,2022_2,78,1,5.718320209973753,1.7697765635148215,fixed,191,140,61,NA,134,depletion
GUIL.20220224.09,GUIL,2022-02-24,09,XIPHEL,2,2022,2022_2,78,1,5.718320209973753,1.7697765635148215,fixed,182,178,94,NA,135,depletion
GUIL.20221219.02,GUIL,2022-12-19,02,POERET,12,2022,2022_12,85,1,5.718320209973753,1.7697765635148215,fixed,235,55,37,NA,136,depletion
GUIL.20221219.02,GUIL,2022-12-19,02,XIPHEL,12,2022,2022_12,85,1,5.718320209973753,1.7697765635148215,fixed,4,125,25,NA,137,no depletion
GUIL.20221222.09,GUIL,2022-12-22,09,POERET,12,2022,2022_12,80,1,5.718320209973753,1.7697765635148215,fixed,58,45,52,NA,138,depletion
GUIL.20221222.09,GUIL,2022-12-22,09,NA,12,2022,2022_12,80,1,5.718320209973753,1.7697765635148215,fixed,76,17,7,NA,139,depletion
HOPB.20161025.04,HOPB,2016-10-25,04,NA,10,2016,2016_10,80,1,5.269483763530391,1.4919056828805088,fixed,72,36,20,NA,140,depletion
HOPB.20161026.06,HOPB,2016-10-26,06,RHIATR,10,2016,2016_10,80,1,5.269483763530391,1.4919056828805088,fixed,16,40,33,NA,141,no depletion
HOPB.20161026.06,HOPB,2016-10-26,06,NA,10,2016,2016_10,80,1,5.269483763530391,1.4919056828805088,fixed,74,15,8,NA,142,depletion
HOPB.20161027.10,HOPB,2016-10-27,10,RHIATR,10,2016,2016_10,120,1,5.269483763530391,1.4919056828805088,fixed,39,67,46,NA,143,no depletion
HOPB.20161027.10,HOPB,2016-10-27,10,SEMATR,10,2016,2016_10,120,1,5.269483763530391,1.4919056828805088,fixed,9,38,24,NA,144,no depletion
HOPB.20161027.10,HOPB,2016-10-27,10,NA,10,2016,2016_10,120,1,5.269483763530391,1.4919056828805088,fixed,109,4,1,NA,145,depletion
